title,author,venue_name,publish_date,url,code,created_date
Do Unlearning Methods Remove Information from Language Model Weights?,"Aghyad Deeb, Fabien Roger","<ul><li><span style=""color: #FF5733;"">arXiv</span></li><li><span style=""color: #3357FF;"">arXiv:2410.08827, 2024</span></li></ul>",2024-10-11,"<ul><li><a href=""http://arxiv.org/abs/2410.08827v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-11)]</a></li><li><a href=""https://arxiv.org/abs/2410.08827"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2024-10-11)]</a></li></ul>",,2024-11-03
MUSO: Achieving Exact Machine Unlearning in Over-Parameterized Regimes,"Ruikai Yang, Mingzhen He, Zhengbao He, Youmei Qiu, Xiaolin Huang","<ul><li><span style=""color: #FF5733;"">arXiv</span></li><li><span style=""color: #3357FF;"">arXiv:2410.08557, 2024</span></li></ul>",2024-10-11,"<ul><li><a href=""http://arxiv.org/abs/2410.08557v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-11)]</a></li><li><a href=""https://arxiv.org/abs/2410.08557"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2024-10-11)]</a></li></ul>",,2024-11-03
A Closer Look at Machine Unlearning for Large Language Models,"Xiaojian Yuan, Tianyu Pang, Chao Du, Kejiang Chen, Weiming Zhang, Min Lin","<ul><li><span style=""color: #FF5733;"">arXiv</span></li></ul>",2024-10-10,"<ul><li><a href=""http://arxiv.org/abs/2410.08109v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-10)]</a></li></ul>","<ul><li><a href=""https://github.com/sail-sg/closer-look-LLM-unlearning"" target=""_blank"" style=""color: #FF5733;"">[arXiv - sail-sg]</a></li></ul>",2024-11-03
Unlearning-based Neural Interpretations,"Ching Lam Choi, Alexandre Duplessis, Serge Belongie","<ul><li><span style=""color: #FF5733;"">arXiv</span></li></ul>",2024-10-10,"<ul><li><a href=""http://arxiv.org/abs/2410.08069v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-10)]</a></li></ul>",,2024-11-03
Unstable Unlearning: The Hidden Risk of Concept Resurgence in Diffusion Models,"Vinith M. Suriyakumar, Rohan Alur, Ayush Sekhari, Manish Raghavan, Ashia C. Wilson","<ul><li><span style=""color: #FF5733;"">arXiv</span></li></ul>",2024-10-10,"<ul><li><a href=""http://arxiv.org/abs/2410.08074v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-10)]</a></li></ul>",,2024-11-03
Compressive stresses in cancer: characterization and implications for tumour progression and treatment,"Julia A. Linke, Lance L. Munn, Rakesh K. Jain","<ul><li><span style=""color: #FF5733;"">Nature Reviews Cancer</span></li></ul>",2024-10-10,"<ul><li><a href=""https://www.nature.com/articles/s41568-024-00745-z"" target=""_blank"" style=""color: #FF5733;"">[Nature (2024-10-10)]</a></li></ul>",,2024-10-18
Dissecting Fine-Tuning Unlearning in Large Language Models,"Yihuai Hong, Yuelin Zou, Lijie Hu, Ziqian Zeng, Di Wang, Haiqin Yang","<ul><li><span style=""color: #FF5733;"">arXiv</span></li><li><span style=""color: #3357FF;"">arXiv</span></li></ul>",2024-10-09,"<ul><li><a href=""http://arxiv.org/abs/2410.06606v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-09)]</a></li><li><a href=""http://arxiv.org/abs/2410.06606v2"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2024-10-09)]</a></li></ul>","<ul><li><a href=""https://github.com/yihuaihong/Dissecting-FT-Unlearning"" target=""_blank"" style=""color: #FF5733;"">[arXiv - yihuaihong]</a></li><li><a href=""https://github.com/yihuaihong/Dissecting-FT-Unlearning"" target=""_blank"" style=""color: #3357FF;"">[arXiv - yihuaihong]</a></li></ul>",2024-11-03
Forgetting Through Transforming: Enabling Federated Unlearning via Class-Aware Representation Transformation,"Qi Guo, Zhen Tian, Minghao Yao, Yong Qi, Saiyu Qi, Yun Li, Jin Song Dong","<ul><li><span style=""color: #FF5733;"">arXiv</span></li></ul>",2024-10-09,"<ul><li><a href=""http://arxiv.org/abs/2410.06848v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-09)]</a></li></ul>",,2024-11-03
Machine Unlearning in Forgettability Sequence,"Junjie Chen, Qian Chen, Jian Lou, Xiaoyu Zhang, Kai Wu, Zilong Wang","<ul><li><span style=""color: #FF5733;"">arXiv</span></li><li><span style=""color: #3357FF;"">arXiv</span></li></ul>",2024-10-09,"<ul><li><a href=""http://arxiv.org/abs/2410.06446v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-09)]</a></li><li><a href=""http://arxiv.org/abs/2410.06446v2"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2024-10-09)]</a></li></ul>",,2024-11-03
Real-World Robot Control Based on Contrastive Deep Active Inference with Demonstrations,"K. Fujii, T. Isomura, S. Murata","<ul><li><span style=""color: #FF5733;"">IEEE Access</span></li><li><span style=""color: #3357FF;"">IEEE Access, 2024</span></li></ul>",2024-10-09,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10710342"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2024)]</a></li><li><a href=""https://ieeexplore.ieee.org/abstract/document/10710342/"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2024-10-09)]</a></li></ul>",,2024-11-03
Simplicity Prevails: Rethinking Negative Preference Optimization for LLM Unlearning,"Chongyu Fan, Jiancheng Liu, Licong Lin, Jinghan Jia, Ruiqi Zhang, Song Mei, Sijia Liu","<ul><li><span style=""color: #FF5733;"">arXiv</span></li><li><span style=""color: #3357FF;"">arXiv</span></li></ul>",2024-10-09,"<ul><li><a href=""http://arxiv.org/abs/2410.07163v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-09)]</a></li><li><a href=""http://arxiv.org/abs/2410.07163v2"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2024-10-09)]</a></li></ul>","<ul><li><a href=""https://github.com/OPTML-Group/Unlearn-Simple"" target=""_blank"" style=""color: #FF5733;"">[arXiv - OPTML-Group]</a></li><li><a href=""https://github.com/OPTML-Group/Unlearn-Simple"" target=""_blank"" style=""color: #3357FF;"">[arXiv - OPTML-Group]</a></li></ul>",2024-11-03
TCGU: Data-centric Graph Unlearning based on Transferable Condensation,"Fan Li, Xiaoyang Wang, Dawei Cheng, Wenjie Zhang, Ying Zhang, Xuemin Lin","<ul><li><span style=""color: #FF5733;"">arXiv</span></li></ul>",2024-10-09,"<ul><li><a href=""http://arxiv.org/abs/2410.06480v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-09)]</a></li></ul>",,2024-11-03
Empowering decentralized identity systems for Web 3.0 in complex spherical fuzzy knowledge,"Masfa Nasrullah Ansari, Abdul Razaq, Qin Xin","<ul><li><span style=""color: #FF5733;"">Scientific Reports</span></li></ul>",2024-10-09,"<ul><li><a href=""https://www.nature.com/articles/s41598-024-73488-4"" target=""_blank"" style=""color: #FF5733;"">[Nature (2024-10-09)]</a></li></ul>",,2024-10-10
A correspondence between Hebbian unlearning and steady states generated by nonequilibrium dynamics,"Agnish Kumar Behera, Matthew Du, Uday Jagadisan, Srikanth Sastry, Madan Rao, Suriyanarayanan Vaikuntanathan","<ul><li><span style=""color: #FF5733;"">arXiv</span></li><li><span style=""color: #3357FF;"">arXiv …, 2024</span></li></ul>",2024-10-08,"<ul><li><a href=""http://arxiv.org/abs/2410.06269v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-08)]</a></li><li><a href=""https://arxiv.org/abs/2410.06269"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2024-10-08)]</a></li></ul>",,2024-11-03
CodeUnlearn: Amortized Zero-Shot Machine Unlearning in Language Models Using Discrete Concept,"YuXuan Wu, Bonaventure F. P. Dossou, Dianbo Liu","<ul><li><span style=""color: #FF5733;"">arXiv</span></li><li><span style=""color: #3357FF;"">arXiv:2410.10866, 2024</span></li></ul>",2024-10-08,"<ul><li><a href=""http://arxiv.org/abs/2410.10866v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-08)]</a></li><li><a href=""https://arxiv.org/abs/2410.10866"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2024-10-08)]</a></li></ul>",,2024-11-03
Holistic Unlearning Benchmark: A Multi-Faceted Evaluation for Text-to-Image Diffusion Model Unlearning,"Saemi Moon, Minjong Lee, Sangdon Park, Dongwoo Kim","<ul><li><span style=""color: #FF5733;"">arXiv</span></li><li><span style=""color: #3357FF;"">arXiv:2410.05664, 2024</span></li></ul>",2024-10-08,"<ul><li><a href=""http://arxiv.org/abs/2410.05664v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-08)]</a></li><li><a href=""https://arxiv.org/abs/2410.05664"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2024-10-08)]</a></li></ul>",,2024-11-03
"Learning and Unlearning: Bridging classification, memory and generative modeling in Recurrent Neural Networks",Enrico Ventura,"<ul><li><span style=""color: #FF5733;"">arXiv</span></li><li><span style=""color: #3357FF;"">arXiv:2410.05886, 2024</span></li></ul>",2024-10-08,"<ul><li><a href=""http://arxiv.org/abs/2410.05886v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-08)]</a></li><li><a href=""https://arxiv.org/abs/2410.05886"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2024-10-08)]</a></li></ul>",,2024-11-03
NegMerge: Consensual Weight Negation for Strong Machine Unlearning,"Hyoseo Kim, Dongyoon Han, Junsuk Choe","<ul><li><span style=""color: #FF5733;"">arXiv</span></li><li><span style=""color: #3357FF;"">arXiv:2410.05583, 2024</span></li></ul>",2024-10-08,"<ul><li><a href=""http://arxiv.org/abs/2410.05583v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-08)]</a></li><li><a href=""https://arxiv.org/abs/2410.05583"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2024-10-08)]</a></li></ul>",,2024-11-03
Theoretically-grounded efficient deep learning system design,G Li,"<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2024-10-08,"<ul><li><a href=""https://repositories.lib.utexas.edu/items/858373c2-a995-44af-9054-3139159616d0"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-10-08)]</a></li></ul>",,2024-10-28
Questioning Our Faith in Practice: Unlearning White Supremacy in Practical Theology,K Turpin,"<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2024-10-07,"<ul><li><a href=""https://books.google.com/books?hl=en&lr=&id=40EoEQAAQBAJ&oi=fnd&pg=PP1&dq=unlearn&ots=cfRwGhXTUW&sig=fhtgetI6Lstuy2bWJe06jGDOcPM"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-10-07)]</a></li></ul>",,2024-10-28
"The touchstone of the new religion; or, Sixty assertions of Protestants, tried by their own rule of scripture alone, and condemned by clear and express texts of their own …",,"<ul><li><span style=""color: #FF5733;"">GoogleScholar</span></li></ul>",2024-10-07,"<ul><li><a href=""https://www.um.edu.mt/library/oar/handle/123456789/127081"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-10-07)]</a></li></ul>",,2024-10-28
Improving Brain MRI Segmentation with Multi-Stage Deep Domain Unlearning,"Domen Preloznik, Ziga Spiclin","<ul><li><span style=""color: #FF5733;"">PRIME@MICCAI</span></li><li><span style=""color: #3357FF;"">… Workshop on PRedictive Intelligence In MEdicine, 2024</span></li></ul>",2024-10-06,"<ul><li><a href=""https://doi.org/10.1007/978-3-031-74561-4_9"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2024)]</a></li><li><a href=""https://link.springer.com/chapter/10.1007/978-3-031-74561-4_9"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2024-10-06)]</a></li></ul>",,2024-11-03
Achieving Social Change from Within,J Vandemoortele,"<ul><li><span style=""color: #FF5733;"">Handbook of Quality of Life and Social Change …</span></li><li><span style=""color: #3357FF;"">Handbook of Quality of Life and Social Change …, 2024</span></li></ul>",2024-10-06,"<ul><li><a href=""https://books.google.com/books?hl=en&lr=&id=zWwnEQAAQBAJ&oi=fnd&pg=PA471&dq=unlearn&ots=eZxxLcXPtT&sig=cIsHloQXSft4l0sTvFe4TWWG2PU"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-10-06)]</a></li><li><a href=""https://link.springer.com/chapter/10.1007/978-3-031-39507-9_37"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2024-10-05)]</a></li></ul>",,2024-10-28
Gradient Routing: Masking Gradients to Localize Computation in Neural Networks,"A Cloud, J Goldman-Wetzler, E Wybitul, J Miller…","<ul><li><span style=""color: #FF5733;"">arXiv …, 2024</span></li></ul>",2024-10-06,"<ul><li><a href=""https://arxiv.org/abs/2410.04332"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-10-06)]</a></li></ul>",,2024-10-28
ConDa: Fast Federated Unlearning with Contribution Dampening,"Vikram S Chundawat, Pushkar Niroula, Prasanna Dhungana, Stefan Schoepf, Murari Mandal, Alexandra Brintrup","<ul><li><span style=""color: #FF5733;"">arXiv</span></li><li><span style=""color: #3357FF;"">arXiv …, 2024</span></li></ul>",2024-10-05,"<ul><li><a href=""http://arxiv.org/abs/2410.04144v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-05)]</a></li><li><a href=""https://arxiv.org/abs/2410.04144"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2024-10-05)]</a></li></ul>",,2024-11-03
The Movement for the Liberation of Azawad in Mali (MNLA),AT Olawunmi,"<ul><li><span style=""color: #FF5733;"">Handbook of Terrorist and Insurgent Groups, 2024</span></li></ul>",2024-10-05,"<ul><li><a href=""https://www.taylorfrancis.com/chapters/edit/10.4324/9780429426063-38/movement-liberation-azawad-mali-mnla-adekunle-toyin-olawunmi"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-10-05)]</a></li></ul>",,2024-10-28
A Probabilistic Perspective on Unlearning and Alignment for Large Language Models,"Yan Scholten, Stephan Günnemann, Leo Schwinn","<ul><li><span style=""color: #FF5733;"">arXiv</span></li><li><span style=""color: #3357FF;"">arXiv</span></li><li><span style=""color: #FF33A1;"">arXiv:2410.03523, 2024</span></li></ul>",2024-10-04,"<ul><li><a href=""http://arxiv.org/abs/2410.03523v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-04)]</a></li><li><a href=""http://arxiv.org/abs/2410.03523v2"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2024-10-04)]</a></li><li><a href=""https://arxiv.org/abs/2410.03523"" target=""_blank"" style=""color: #FF33A1;"">[GoogleScholar (2024-10-04)]</a></li></ul>","<ul><li><a href=""https://github.com/yascho/probabilistic-unlearning"" target=""_blank"" style=""color: #FF5733;"">[arXiv - yascho]</a></li><li><a href=""https://github.com/yascho/probabilistic-unlearning"" target=""_blank"" style=""color: #3357FF;"">[arXiv - yascho]</a></li></ul>",2024-11-03
Unlearnable 3D Point Clouds: Class-wise Transformation Is All You Need,"Xianlong Wang, Minghui Li, Wei Liu, Hangtao Zhang, Shengshan Hu, Yechao Zhang, Ziqi Zhou, Hai Jin","<ul><li><span style=""color: #FF5733;"">arXiv</span></li></ul>",2024-10-04,"<ul><li><a href=""http://arxiv.org/abs/2410.03644v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-04)]</a></li></ul>","<ul><li><a href=""https://github.com/CGCL-codes/UnlearnablePC"" target=""_blank"" style=""color: #FF5733;"">[arXiv - CGCL-codes]</a></li></ul>",2024-11-03
Why Fine-Tuning Struggles with Forgetting in Machine Unlearning? Theoretical Insights and a Remedial Approach,"Meng Ding, Jinhui Xu, Kaiyi Ji","<ul><li><span style=""color: #FF5733;"">arXiv</span></li><li><span style=""color: #3357FF;"">arXiv:2410.03833, 2024</span></li></ul>",2024-10-04,"<ul><li><a href=""http://arxiv.org/abs/2410.03833v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-04)]</a></li><li><a href=""https://arxiv.org/abs/2410.03833"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2024-10-04)]</a></li></ul>",,2024-11-03
CORRECTIVE UNLEARNING IN GNNS,,"<ul><li><span style=""color: #FF5733;"">GoogleScholar</span></li></ul>",2024-10-04,"<ul><li><a href=""https://openreview.net/forum?id=sRdByVBvZq"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-10-04)]</a></li></ul>",,2024-10-28
WITH ONLY FORGET DATA,,"<ul><li><span style=""color: #FF5733;"">GoogleScholar</span></li></ul>",2024-10-04,"<ul><li><a href=""https://openreview.net/forum?id=6ESRicalFE"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-10-04)]</a></li></ul>",,2024-10-28
A Visual Inquiry Tool to Support Unlearning in Agile Teams,,"<ul><li><span style=""color: #FF5733;"">GoogleScholar</span></li></ul>",2024-10-04,"<ul><li><a href=""https://www.researchgate.net/profile/Marco-Di-Maria/publication/384503600_A_Visual_Inquiry_Tool_to_Support_Unlearning_in_Agile_Teams/links/66fc24b7f599e0392fb1aecf/A-Visual-Inquiry-Tool-to-Support-Unlearning-in-Agile-Teams.pdf"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-10-04)]</a></li></ul>",,2024-10-10
PERSONALIZED-DIGITAL PLATFORM FOR STUDENT-CENTERED INNOVATIVE INSTRUCTIONAL DELIVERY OF BUSINESS EDUCATION COURSES IN …,BJ Olatunde,"<ul><li><span style=""color: #FF5733;"">LIVING SPRING JOURNAL, 2024</span></li></ul>",2024-10-04,"<ul><li><a href=""https://www.researchgate.net/profile/Abosede-Abudu/publication/384534787_Practical_Education_A_tool_for_wealth_creation_in_Nigeria/links/66fc72ab869f1104c6c3231d/Practical-Education-A-tool-for-wealth-creation-in-Nigeria.pdf#page=142"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-10-04)]</a></li></ul>",,2024-10-10
SteerDiff: Steering towards Safe Text-to-Image Diffusion Models,"H Zhang, Y He, H Chen","<ul><li><span style=""color: #FF5733;"">arXiv:2410.02710, 2024</span></li></ul>",2024-10-04,"<ul><li><a href=""https://arxiv.org/abs/2410.02710"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-10-04)]</a></li></ul>",,2024-10-10
Un estudio de las técnicas de Machine Unlearning en redes neuronales: Revisión Sistemática de Literatura sobre Desaprendizaje en Redes Neuronales para Tareas …,ID Cevallos Cevallos,"<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2024-10-04,"<ul><li><a href=""https://bibdigital.epn.edu.ec/handle/15000/25857"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-10-04)]</a></li></ul>",,2024-10-10
Unlearning Virus Knowledge Toward Safe and Responsible Mutation Effect Predictions,"M Li, B Zhou, Y Tan, L Hong","<ul><li><span style=""color: #FF5733;"">bioRxiv, 2024</span></li></ul>",2024-10-04,"<ul><li><a href=""https://www.biorxiv.org/content/10.1101/2024.10.02.616274.abstract"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-10-04)]</a></li></ul>",,2024-10-10
Position: LLM Unlearning Benchmarks are Weak Measures of Progress,"Pratiksha Thaker, Shengyuan Hu, Neil Kale, Yash Maurya, Zhiwei Steven Wu, Virginia Smith","<ul><li><span style=""color: #FF5733;"">arXiv</span></li></ul>",2024-10-03,"<ul><li><a href=""http://arxiv.org/abs/2410.02879v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-03)]</a></li></ul>",,2024-11-03
Towards Understanding the Feasibility of Machine Unlearning,"Mahtab Sarvmaili, Hassan Sajjad, Ga Wu","<ul><li><span style=""color: #FF5733;"">arXiv</span></li></ul>",2024-10-03,"<ul><li><a href=""http://arxiv.org/abs/2410.03043v1"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2024-10-03)]</a></li></ul>",,2024-11-03
